"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"216",216,"<U+0421><U+043C><U+043E><U+0442><U+0440><U+0438><U+043C> <U+0438> <U+043E><U+0431><U+0441><U+0443><U+0436><U+0434><U+0430><U+0435><U+043C> <U+0438><U+0433><U+0440><U+0443>, <U+0446><U+0435><U+0440><U+0435><U+043C><U+043E><U+043D><U+0438><U+044E> <U+0437><U+0430><U+043A><U+0440><U+044B><U+0442><U+0438><U+044F> <U+0438> <U+043E> <U+0442><U+043E><U+043C>, <U+0447><U+0442><U+043E> <U+043F><U+0440><U+0430><U+0437><U+0434><U+043D><U+0438><U+043A> <U+0443><U+0432><U+044B> <U+043A><U+043E><U+043D><U+0447><U+0430><U+0435><U+0442><U+0441><U+044F>( @ Luzhniki Stadium https://t.co/eyw4aRzA1S",FALSE,0,NA,"2018-07-15 17:59:44",FALSE,NA,1018555730960572416,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","pashok1230",0,FALSE,FALSE,37.55361111,55.71583333
"217",217,"Mitä tähän voi sanoa, tyhjä olo. Neljä vuotta.. Oikea joukkue aina voittaa. <ed><U+00A0><U+00BC><ed><U+00BF><U+0086> #WorldCupfinal #mmfutis https://t.co/Cx3qw8BTDr",FALSE,5,NA,"2018-07-15 17:56:25",FALSE,NA,1018554895618723840,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnssiTamminen",0,FALSE,FALSE,NA,NA
"218",218,"<U+0418> <U+043F><U+0443><U+0441><U+0442><U+044C> <U+043D><U+0430><U+0448><U+0438> «<U+0445><U+043E><U+0440><U+0432><U+0430><U+0442><U+0441><U+043A><U+0438><U+0435>» <U+043D><U+0430><U+0434><U+0435><U+0436><U+0434><U+044B> <U+0438> <U+043D><U+0435> <U+043E><U+043F><U+0440><U+0430><U+0432><U+0434><U+0430><U+043B><U+0438><U+0441><U+044C>, <U+0442><U+0430><U+043A> <U+0445><U+043E><U+0442><U+044C> <U+043F><U+043E><U+0432><U+0438><U+0434><U+0430><U+043B><U+0438><U+0441><U+044C> <U+0441> <U+043C><U+043E><U+0435><U+0439> <U+0437><U+0430><U+043A><U+0430><U+0434><U+044B><U+0447><U+043D><U+043E><U+0439> <U+043F><U+043E><U+0434><U+0440><U+0443><U+0436><U+043A><U+043E><U+0439> <U+0431><U+043E><U+0435><U+0432><U+043E><U+0439>… https://t.co/jEjYTWb8bz",FALSE,25,NA,"2018-07-15 17:54:47",TRUE,NA,1018554482601353216,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","fkirkorov",8,FALSE,FALSE,37.55361111,55.71583333
"219",219,"Dag 34: sista läktarselfien på... ja, säkert en månad! @ FIFA World Cup 2018 https://t.co/1YJWZRQKUJ",FALSE,23,NA,"2018-07-15 17:54:30",FALSE,NA,1018554413538045952,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","FridaNordstrand",0,FALSE,FALSE,37.55386591,55.71565318
"220",220,"Sem textão: vocês são foda! Valeu! Até mais, Rússia! 
Menção honrosa a gfranceschini4 joaohscm e #RicardoPerrone.… https://t.co/Nx8zD16v5t",FALSE,2,NA,"2018-07-15 17:54:26",TRUE,NA,1018554397687713792,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","danilolavieri",0,FALSE,FALSE,37.55361111,55.71583333
"221",221,"When you run into Ronaldo and he's not happy to be waiting for the lift with all the journalists #WorldCupFinal https://t.co/J9Vl9FN6mA",FALSE,11,NA,"2018-07-15 17:54:25",FALSE,NA,1018554390314147840,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ASLuhn",0,FALSE,FALSE,NA,NA
"225",225,"France World Cup 2018 Champions <ed><U+00A0><U+00BC><ed><U+00BC><U+009F><ed><U+00A0><U+00BC><ed><U+00BC><U+009F> #lesblues #france #secondtimechampions #goldengenerations <ed><U+00A0><U+00BC><ed><U+00BF><U+0086> @ Luzhniki Stadium https://t.co/9sj3r39iNY",FALSE,0,NA,"2018-07-15 17:51:26",FALSE,NA,1018553641471537152,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","jamil_lun",0,FALSE,FALSE,37.55361111,55.71583333
"227",227,"<ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7>'98<U+4EE5><U+6765> 2<U+56DE><U+76EE><U+306E><U+512A><U+52DD><ed><U+00A0><U+00BC><ed><U+00BF><U+0086><U+26BD><U+FE0F>
#<ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> #<ed><U+00A0><U+00BC><ed><U+00BF><U+0086> #worldcup #fifaworldcup #fifaworldcup2018 #<U+26BD><U+FE0F> #soccer #2018 #russia #<U+30ED><U+30B7><U+30A2> #<ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA> <U+5834><U+6240>: Luzhniki… https://t.co/04yFoYpufW",FALSE,0,NA,"2018-07-15 17:50:05",TRUE,NA,1018553300856266752,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","hawaii7rainbow",0,FALSE,FALSE,37.55361111,55.71583333
"228",228,"<U+2B50><U+FE0F><U+2B50><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+00AA><ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> Ils l’ont fait !!!! Champions du monde !!!!!! Bravo et merci Didier! Merci les Bleus !!! A jamais dan… https://t.co/5hcvhdvyZP",FALSE,768,NA,"2018-07-15 17:49:21",TRUE,NA,1018553115673550848,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","BrunoGUILLONOff",83,FALSE,FALSE,37.55361111,55.71583333
"229",229,"#FRA La imagen que perdurará durante 4 años y 4 meses. #WorldCup #France en Luzhniki Stadium https://t.co/0psRr1pddS",FALSE,7,NA,"2018-07-15 17:49:04",FALSE,NA,1018553044168929280,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","guilloarango",0,FALSE,FALSE,37.55361111,55.71583333
"230",230,"<U+042D><U+0442><U+043E> <U+0431><U+044B><U+043B> <U+043A><U+0440><U+0430><U+0441><U+0438><U+0432><U+044B><U+0439> <U+0447><U+0435><U+043C><U+043F><U+0438><U+043E><U+043D><U+0430><U+0442>!!! <U+041E><U+0447><U+0435><U+043D><U+044C> <U+043A><U+0440><U+0430><U+0441><U+0438><U+0432><U+044B><U+0439>!!!! <U+041C><U+044B> <U+043B><U+044E><U+0431><U+0438><U+043C> <U+0438><U+0433><U+0440><U+0443> <U+0438> <U+0432><U+0435><U+0440><U+0438><U+043C> <U+0432> <U+043A><U+043E><U+043C><U+0430><U+043D><U+0434><U+0443>!!! <U+0423> <U+043D><U+0430><U+0441> <U+0435><U+0441><U+0442><U+044C> 4 <U+0433><U+043E><U+0434><U+0430>, <U+0447><U+0442><U+043E><U+0431> <U+043F><U+043E><U+0434><U+0433><U+043E><U+0442><U+043E>… https://t.co/8dj3OxD8yo",FALSE,1,NA,"2018-07-15 17:48:09",TRUE,NA,1018552816112193536,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Luv_to_fly",0,FALSE,FALSE,37.55386591,55.71565318
"231",231,"<ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7>'98<U+4EE5><U+6765> 2<U+56DE><U+76EE><U+306E><U+512A><U+52DD><ed><U+00A0><U+00BC><ed><U+00BF><U+0086><U+26BD><U+FE0F>
#<ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> #<ed><U+00A0><U+00BC><ed><U+00BF><U+0086> #worldcup #fifaworldcup #fifaworldcup2018 #<U+26BD><U+FE0F> #soccer #2018 #russia #<U+30ED><U+30B7><U+30A2> #<ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA> <U+5834><U+6240>: Luzhniki… https://t.co/kH2kKJh1Ze",FALSE,0,NA,"2018-07-15 17:47:34",TRUE,NA,1018552668502069248,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","hawaii7rainbow",0,FALSE,FALSE,37.55361111,55.71583333
"232",232,"<U+263A><U+FE0F><U+2764><U+FE0F><U+26BD><U+FE0F> @ Luzhniki Stadium https://t.co/zsoGIEFD7Q",FALSE,0,NA,"2018-07-15 17:47:24",FALSE,NA,1018552625896263680,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","musichayk",0,FALSE,FALSE,37.55361111,55.71583333
"233",233,"Congratulations to France
<ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> 2018 FIFA WORLD CUP WINNERS <ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7>

Allez les bleus! <ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00BF><U+0086>

#worldcupfinal <U+2060>#fifaworldcup @… https://t.co/Q2d9bPqs7O",FALSE,0,NA,"2018-07-15 17:47:02",TRUE,NA,1.01855253337e+18,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","YongYee18",0,FALSE,FALSE,37.55361111,55.71583333
"234",234,"Champions du monde !!! <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><U+26BD><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BC><ed><U+00BE><U+0089> equipedefrance #fifaworldcup2018 #champion à Luzhniki Stadium https://t.co/r1bHiOIajc",FALSE,4,NA,"2018-07-15 17:46:38",FALSE,NA,1018552433767837696,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","benllanes",0,FALSE,FALSE,37.55361111,55.71583333
"235",235,"rain and confetti. https://t.co/yCn7VdAb9S",FALSE,3,NA,"2018-07-15 17:45:26",FALSE,NA,1018552129785458688,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chineseburrito_",0,FALSE,FALSE,NA,NA
"239",239,"End of this #WorldCup https://t.co/KIvCUw4mXC",FALSE,5,NA,"2018-07-15 17:43:41",FALSE,NA,1018551692810338304,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carobab",1,FALSE,FALSE,NA,NA
"240",240,"Curtains down on Russia 2018. #WorldCupFinal https://t.co/wyjfcdTrkt",FALSE,27,NA,"2018-07-15 17:43:26",FALSE,NA,1018551628356415488,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BhargabSarmah",3,FALSE,FALSE,NA,NA
"241",241,"#rusia #worldcup2018 Se terminó el mundial de Rusia <ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA> confirmando que el #Futbol es el deporte más hermoso del mun… https://t.co/FbJs7yddrs",FALSE,2,NA,"2018-07-15 17:43:26",TRUE,NA,1018551627513516032,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","aletsfigue",0,FALSE,FALSE,37.55361111,55.71583333
"244",244,"Congratulations #FRA #FRACRO #WorldCupFinal #SeeYouIn2022 #SeeYouinQatar2022 https://t.co/XQlI8kaMuJ",FALSE,0,NA,"2018-07-15 17:43:02",FALSE,NA,1018551528871907328,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PrincessRelena",0,FALSE,FALSE,NA,NA
"245",245,"Se acaba , se acaba , se acaba , final , ceremonia #francia<ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> x #croacia<ed><U+00A0><U+00BC><ed><U+00B7><U+00AD><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> #Moscú #moscow #moscou #futbol #futebol… https://t.co/hhaUFhVNZ2",FALSE,0,NA,"2018-07-15 17:42:07",TRUE,NA,1018551294775185408,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","mwsperu",0,FALSE,FALSE,37.55361111,55.71583333
"249",249,"equipedefrance champion lukamodric10 mejor jugador
@thibautcourtois guantes de oro
kilyanmbappe29 mejor jugador jov… https://t.co/IlVV3Xddud",FALSE,3,NA,"2018-07-15 17:39:26",TRUE,NA,1018550620339490816,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Kenotrotamundos",0,FALSE,FALSE,37.55361111,55.71583333
"250",250,"<U+041D><U+0443> <U+0430> <U+043A><U+0430><U+043A> <U+0436><U+0435> <U+0431><U+0435><U+0437> <U+043D><U+0435><U+0433><U+043E> <ed><U+00A0><U+00BD><ed><U+00B1><U+0091> @fkirkorov ? <U+041E><U+043D> <U+0442><U+043E><U+0436><U+0435> <U+0431><U+043E><U+043B><U+0435><U+043B> <U+0437><U+0430> <U+0445><U+043E><U+0440><U+0432><U+0430><U+0442><U+043E><U+0432> <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+26BD><U+FE0F> @ Luzhniki Stadium https://t.co/fe8kLHBGY4",FALSE,13,NA,"2018-07-15 17:39:22",FALSE,NA,1018550604984184832,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","yanarudkovskaya",1,FALSE,FALSE,37.55361111,55.71583333
"252",252,"<U+0424><U+0440><U+0430><U+043D><U+0446><U+0438><U+044F> <U+043E><U+0433><U+043E><U+043D><U+044C>! <ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> <ed><U+00A0><U+00BC><ed><U+00BF><U+0086> <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F> - <U+0443><U+0440><U+0430><U+0430>!<ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA> @ Luzhniki Stadium https://t.co/nF84XgvnHs",FALSE,7,NA,"2018-07-15 17:38:53",FALSE,NA,1018550481797439488,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","T_KILLAH",0,FALSE,FALSE,37.55361111,55.71583333
"253",253,"<U+041E><U+0447><U+0435><U+043D><U+044C> <U+0436><U+0430><U+043B><U+043A><U+043E> <U+0435><U+0433><U+043E>, <U+043A><U+043E><U+043D><U+0435><U+0447><U+043D><U+043E>, <U+0438> <U+043B><U+0438><U+0432><U+0435><U+043D><U+044C> <U+0432> <U+041B><U+0443><U+0436><U+043D><U+0438><U+043A><U+0430><U+0445> <U+0441><U+0435><U+0439><U+0447><U+0430><U+0441> <U+044D><U+043F><U+0438><U+0447><U+0435><U+0441><U+043A><U+0438><U+0439> @ FIFA World Cup 2018 https://t.co/R6byAzZlxq",FALSE,8,NA,"2018-07-15 17:38:42",FALSE,NA,1018550437543337984,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","barabanch",0,FALSE,FALSE,37.55386591,55.71565318
"254",254,"ILS L’ONT FAIT <U+2B50><U+FE0F><U+2B50><U+FE0F>
CHAMPIOOONS DU MONDE <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> #FiersdetreBleus
-
THEY DID IT! <U+2B50><U+FE0F><U+2B50><U+FE0F>  #Russia 2018<U+26BD>#qatar2022… https://t.co/Qtmm1PQtYc",FALSE,1,NA,"2018-07-15 17:37:14",TRUE,NA,1018550065663623168,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Stryk3rRM20",0,FALSE,FALSE,37.55361111,55.71583333
"255",255,"<U+0422><U+043E><U+043B><U+044C><U+043A><U+043E> <U+0447><U+0442><U+043E> <U+043E><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+043E><U+0432><U+0430><U+043D><U+043E> <U+0444><U+043E><U+0442><U+043E> @ Luzhniki Stadium https://t.co/VNzImavoeT",FALSE,0,NA,"2018-07-15 17:36:35",FALSE,NA,1018549902723420160,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Udjin1965",0,FALSE,FALSE,37.55361111,55.71583333
"257",257,"The moment when France won the 2018 @FIFAWWC! It means that much to French President, Emanuel Macron!… https://t.co/mV3QiC0O98",FALSE,0,NA,"2018-07-15 17:35:48",TRUE,NA,1018549706534805504,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","FansFavoriteFan",2,FALSE,FALSE,37.55361111,55.71583333
"259",259,"Sports Do Not Build Character...They Reveal It. Football is Football, Just Play and Have Fun

#worldcuprussia2018… https://t.co/IaifyqCkoG",FALSE,0,NA,"2018-07-15 17:35:36",TRUE,NA,1018549654928199680,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","OurHealthMate",0,FALSE,FALSE,37.55361111,55.71583333
"262",262,"Sports Do Not Build Character...They Reveal It. Football is Football, Just Play and Have Fun

#worldcuprussia2018… https://t.co/S0w34Grejh",FALSE,1,NA,"2018-07-15 17:33:25",TRUE,NA,1018549107365941248,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","OurHealthMate",0,FALSE,FALSE,37.55361111,55.71583333
"263",263,"Emocion al mil https://t.co/5TaQol8U6d",FALSE,4,NA,"2018-07-15 17:33:18",FALSE,NA,1018549079452868608,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","juanpi456",0,FALSE,FALSE,NA,NA
"265",265,"#Croatia receives their second place medals while their #fans chant non-stop. 

#fracro #crofra #france https://t.co/k8snW34shQ",FALSE,2,NA,"2018-07-15 17:31:25",FALSE,NA,1018548602782801920,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jadelreda",1,FALSE,FALSE,NA,NA
"266",266,"4<U+5E74><U+524D><U+306E><U+30D6><U+30E9><U+30B8><U+30EB><U+5927><U+4F1A><U+3082><U+305D><U+3046><U+3060><U+3063><U+305F><U+3051><U+3069><U+3001><U+5927><U+4F1A><U+901A><U+3058><U+3066><U+66F4><U+306B><U+5897><U+3057><U+305F><U+30B9><U+30DE><U+30DB><U+64AE><U+5F71><U+7387>(<U+4FFA><U+3082><U+540C><U+3058><U+304F>) #<U+30ED><U+30B7><U+30A2><U+30EF><U+30FC><U+30EB><U+30C9><U+30AB><U+30C3><U+30D7> https://t.co/h6Uebn4GQs",FALSE,55,NA,"2018-07-15 17:30:50",FALSE,NA,1018548456774885376,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","4JPN",8,FALSE,FALSE,NA,NA
"267",267,"#france #champion,we also as a champion of NeymarJrsFive Aze our futsal team will compete on 18-22 July in Brasil W… https://t.co/qIZo4RLkQY",FALSE,0,NA,"2018-07-15 17:30:22",TRUE,NA,1018548340705853440,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","InvestTV_tk",0,FALSE,FALSE,37.55386591,55.71565318
"269",269,"<U+3053><U+308C><U+304B><U+3089><U+30D5><U+30E9><U+30F3><U+30B9><U+306E><U+8868><U+5F70><U+5F0F><U+3067><U+3059><U+304C><U+73FE><U+5730><U+306F><U+5927><U+96E8><U+3067><U+3059>ww https://t.co/mZEfxWBVQU",FALSE,10,NA,"2018-07-15 17:28:54",FALSE,NA,1018547971502329856,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bee_Yaah",2,FALSE,FALSE,NA,NA
"271",271,"Thank you lukamodric10   So proud of you <U+2764><U+FE0F><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7>#football #gocroatia #congratulations #lukamodric #worldcup2018 @ Esta… https://t.co/4HcVRKC3es",FALSE,0,NA,"2018-07-15 17:27:08",TRUE,NA,1018547526486642688,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","KazbekDubrovnik",0,FALSE,FALSE,37.55361111,55.71583333
"272",272,"<U+5927><U+4F1A>MVP(Golden Ball Winner)<U+306F><U+30AF><U+30ED><U+30A2><U+30C1><U+30A2><U+306E><U+30E2><U+30C9><U+30EA><U+30C3><U+30C1>!!
<U+304A><U+3081><U+3067><U+3068><U+3046>!!! https://t.co/QDGobnnA43",FALSE,14,NA,"2018-07-15 17:27:05",FALSE,NA,1018547511361986560,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bee_Yaah",1,FALSE,FALSE,NA,NA
"273",273,"Unbelievable month of football <U+26BD><U+FE0F> &amp; what an incredible final! <ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00BF><U+0086> Congratulations to Les Bleus! #WorldCup2018 https://t.co/wyX5kv7bXb",FALSE,25,NA,"2018-07-15 17:25:09",FALSE,NA,1018547026932486144,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BAGPbrand",2,FALSE,FALSE,NA,NA
"275",275,"""Félicitations à la France!""

Congratulations to France National Football Team!

""2018 World Cup Champion"".....… https://t.co/9wXVsQeHXA",FALSE,0,NA,"2018-07-15 17:24:17",TRUE,NA,1018546809092919296,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","EGMTravel",0,FALSE,FALSE,37.55361111,55.71583333
"276",276,"<U+30AF><U+30ED><U+30A2><U+30C1><U+30A2><U+30B5><U+30DD><U+306E><U+7686><U+3055><U+3093><U+3001><U+591A><U+304F><U+306E><U+65B9><U+304C><U+4F1A><U+5834><U+306B><U+6765><U+5834><U+3057><U+3066><U+30C1><U+30FC><U+30E0><U+306E><U+80CC><U+4E2D><U+3092><U+62BC><U+3057><U+3066><U+3044><U+307E><U+3057><U+305F><U+3002><U+6771><U+6B27><U+306E><U+7269><U+4FA1><U+304B><U+3089><U+3059><U+308B><U+3068><U+6C7A><U+3057><U+3066><U+5B89><U+4FA1><U+3067><U+306F><U+306A><U+3044><U+89B3><U+6226><U+30C1><U+30B1><U+30C3><U+30C8><U+4EE3><U+3002>
<U+52DD><U+3066><U+306A><U+304F><U+3066><U+672C><U+5F53><U+306B><U+6094><U+3057><U+3044><U+3060><U+308D><U+3046><U+3051><U+3069><U+8A66><U+5408><U+5F8C><U+306B><U+7DCF><U+7ACB><U+3061>&amp;<U+62CD><U+624B><U+3067><U+9078><U+624B><U+9054><U+3092><U+51FA><U+8FCE><U+3048><U+308B><U+5149><U+666F><U+306F><U+7D20><U+6674><U+3089><U+3057><U+304B><U+3063><U+305F><U+3002> https://t.co/ZKhVWQv7HB",FALSE,30,NA,"2018-07-15 17:22:49",FALSE,NA,1018546441323778048,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bee_Yaah",6,FALSE,FALSE,NA,NA
"277",277,"Unforgettable #worldcup2018 #FRACRO  @frenchmontana <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD> @ FIFA World Cup 2018 https://t.co/leWSv219WK",FALSE,563,NA,"2018-07-15 17:22:48",FALSE,NA,1018546435309166592,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","usainbolt",61,FALSE,FALSE,37.55386591,55.71565318
"278",278,"The World Cuo (@ Luzhniki Stadium for France vs Croatia in <U+041C><U+043E><U+0441><U+043A><U+0432><U+0430>) https://t.co/cBUGyWteF6",FALSE,0,NA,"2018-07-15 17:21:51",FALSE,NA,1018546198104498176,NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","stuckjes",0,FALSE,FALSE,37.55372107,55.71570937
"279",279,"Agradecido con Dios por bendecirme con la oportunidad de vivir y disfrutar otra final de un Campeonato Mundial de F… https://t.co/qFWjYHKm8c",FALSE,25,NA,"2018-07-15 17:21:45",TRUE,NA,1018546171713871872,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","FabioPovedaRuiz",2,FALSE,FALSE,37.55361111,55.71583333
"280",280,"<U+30ED><U+30B7><U+30A2>W<U+676F><U+30D5><U+30E9><U+30F3><U+30B9><U+512A><U+52DD><ed><U+00A0><U+00BC><ed><U+00BF><U+0086>

<U+30B0><U+30EA><U+30FC><U+30BA><U+30DE><U+30F3><U+6CE3><U+3044><U+305F><U+5F8C><U+306E><U+7B11><U+9854><ed><U+00A0><U+00BD><ed><U+00B8><U+0083>

<U+3063><U+3066><U+3001><U+660E><U+65E5>8:20<U+306B><U+306F>
<U+6771><U+4EAC><U+30D7><U+30EA><U+30F3><U+30B9><U+306B><U+884C><U+304B><U+306A><U+304D><U+3083><U+306A><U+306E><U+306B><U+3001><U+3001>
<U+65E7><U+30EB><U+30FC><U+30E0><U+30E1><U+30FC><U+30C8><U+3068><U+89B3><U+3066><U+3082><U+3046><U+305F><U+30FC><ed><U+00A0><U+00BD><ed><U+00B8><U+00B5>

<U+3093><U+30FC><U+3001><U+307E><U+3060><U+307E><U+3060><U+82E5><U+3044>
<U+3044><U+3051><U+308B><U+3044><U+3051><U+308B><U+2757> <U+5834><U+6240>: Luzhniki Stadium https://t.co/POms71OPsv",FALSE,0,NA,"2018-07-15 17:20:37",FALSE,NA,1018545885087784960,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","xstcr",0,FALSE,FALSE,37.55361111,55.71583333
