"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"51","@skigh4prez There are multiple shooters tho you sure he isn’t one?",FALSE,0,"skigh4prez",2019-08-03 19:57:33,FALSE,"1157741852902207488","1157742319631851520","728526832971096064","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kys3n",0,FALSE,FALSE,NA,NA
"52","Active shooter at the cielo vista mall. I hope everyone is safe<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>",FALSE,1,NA,2019-08-03 19:56:09,FALSE,NA,"1157741966442008576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LoganHepworth",0,FALSE,FALSE,NA,NA
"53","@skigh4prez How do you know? Just curious",FALSE,0,"skigh4prez",2019-08-03 19:53:19,FALSE,"1157740763146530817","1157741253108412423","728526832971096064","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kys3n",0,FALSE,FALSE,NA,NA
"54","https://t.co/MzuIsdj5jn",FALSE,0,"TRENding_Topicc",2019-08-03 19:51:45,FALSE,"1157738467901825024","1157740860458639362","42135056","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TRENding_Topicc",0,FALSE,FALSE,NA,NA
"55","God woke me up late on purpose cause I PROMISE i was going to that walmart to get a charger.. and im glad he did..… https://t.co/SsQpYFdHMF",FALSE,0,NA,2019-08-03 19:45:11,TRUE,NA,"1157739206346776576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TRENding_Topicc",0,FALSE,FALSE,NA,NA
"56","Wow https://t.co/KANavKim5m",FALSE,0,NA,2019-08-03 19:43:31,FALSE,NA,"1157738787738460160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TRENding_Topicc",0,FALSE,FALSE,NA,NA
"57","Added to my collection <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD> https://t.co/XEzvN9pdF1",FALSE,2,NA,2019-08-03 19:42:15,FALSE,NA,"1157738467901825024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TRENding_Topicc",0,FALSE,FALSE,NA,NA
"58","@OsazeAkil https://t.co/x0vaE75Yra",FALSE,0,"OsazeAkil",2019-08-03 19:40:11,FALSE,"1157351395705548800","1157737948596572160","3239895988","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TRENding_Topicc",0,FALSE,FALSE,NA,NA
"59","this is one of those situations where everyone in or from ep will remember this day no matter where they were or wh… https://t.co/bBAlxGFj68",FALSE,37,NA,2019-08-03 19:38:38,TRUE,NA,"1157737559008657410",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","buddhistpriest_",10,FALSE,FALSE,NA,NA
"60","wowww man https://t.co/qE6EzCCcVi",FALSE,0,NA,2019-08-03 19:37:35,FALSE,NA,"1157737294901760000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rambo_OHB",0,FALSE,FALSE,NA,NA
"61","Please Read!!! https://t.co/EoCQsgcIKz",FALSE,1,NA,2019-08-03 19:32:14,FALSE,NA,"1157735948118978560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nesian2421",1,FALSE,FALSE,NA,NA
"62","https://t.co/dCJ7MCFX62",FALSE,23,NA,2019-08-03 19:25:08,FALSE,NA,"1157734162507456512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shelbykbaxter",3,FALSE,FALSE,NA,NA
"63","<ed><U+00A0><U+00BD><ed><U+00B8><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD> https://t.co/YbH30wouFA",FALSE,0,NA,2019-08-03 19:21:19,FALSE,NA,"1157733200837390341",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TRENding_Topicc",0,FALSE,FALSE,NA,NA
"64","For people asking me if im okay i am. Shooter is still active tho. <ed><U+00A0><U+00BD><ed><U+00B8><U+00AC>",FALSE,6,NA,2019-08-03 19:11:22,FALSE,NA,"1157730697852833792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","exclusive_diaz",0,FALSE,FALSE,NA,NA
"65","Stay safe everyone in El Paso<ed><U+00A0><U+00BD><ed><U+00B2><U+0094><ed><U+00A0><U+00BD><ed><U+00B2><U+0094> https://t.co/7mNMGXMvxQ",FALSE,1,NA,2019-08-03 18:29:51,FALSE,NA,"1157720251380842496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nesian2421",0,FALSE,FALSE,NA,NA
"66","Please be safe everyone in EP stay away from cielo area RIP to all the lives lost",FALSE,21,NA,2019-08-03 18:20:59,FALSE,NA,"1157718018643939328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kys3n",6,FALSE,FALSE,NA,NA
"67","Our shit in a vault cause we on pass<ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><U+200D><U+2642><U+FE0F> https://t.co/IlHL6PsGkz",FALSE,0,NA,2019-08-03 18:08:28,FALSE,NA,"1157714870021869568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TRENding_Topicc",0,FALSE,FALSE,NA,NA
"68","@RobertW31430731 @Brasilmagic The freedom for women's right to choose being stripped away, little by little.",FALSE,1,"RobertW31430731",2019-08-03 16:12:42,FALSE,"1157403607823716354","1157685734758731776","1018227904398884865","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","carolinahill41",0,FALSE,FALSE,NA,NA
"69","@luda859 @Braves Go Braves!!",FALSE,0,"luda859",2019-08-03 15:57:19,FALSE,"1157666792615096320","1157681864720543744","629293763","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","carolinahill41",0,FALSE,FALSE,NA,NA
